full_text,tweet_id,screen_name,Tweet_user_ID,original_user_ID
@RyanDivish Still waiting on that Haniger fella I’ve heard so much about.,1554598622691414018,marinersfan85,616565192,128723718
@jeffsmariners @MarinersPR Jerry will spin that a little differently. He will say they were close. But next year is their year.  They acquired a top of the rotation player without having to give up the farm. 2024 here we come.,1554587104776073216,JackMcD59518672,1229128001289248768,128723718
"Try losing Randy Johnson, Ken Griffey Jr and A-Rod in three consecutive seasons. https://t.co/Cn5SJQn0uf",1554515314146099200,HuskiesFan19,163923801,128723718
Good. Gracious. Rest In Peace to the true GOAT https://t.co/AWqIWNbZQW,1553942811271204864,EdgeofSports,50684256,128723718
Quick reminder that Extremely Serious Inflation Expert™ Larry Summers still hasn’t apologized for spearheading the trade policies that fueled today’s inflation by offshoring supply chains and manufacturing  https://t.co/6yd34sIUmK,1553928616550928384,davidsirota,14855994,128723718
why are we pitching to Yordan?,1553853091186892801,joshlchinn,2290825560,128723718
Winker looks like my friends toddlers when im underhanding whiffle balls to them,1553831451778359296,Jkrom34,39174939,128723718
"We’re deeply saddened to report the passing of Nichelle Nichols - a trailblazer, an inspiration, and so much more. She will be deeply missed. https://t.co/iBwyOPaxTP",1553831368265609216,StarTrek,130491582,128723718
Kelenic has arrived and is in the dugout. Servais said in his pregame meeting with the media that he would be available off the bench.,1553826887289298945,shannondrayer,44954003,128723718
"Trading for Luis Castillo not only gives the #Mariners a starter with ace-like talent. His arrival symbolizes the beginning of a new era for the organization and its fans. 
https://t.co/1sekI6OnVB",1553826489635848193,luke_arkins,292089245,128723718
"Super Sky Point to Bill Russell, who played 3 years in college, 13 years in the NBA, and in one Olympics. 

He won 2 NCAA Championships, 11 NBA Championships, and a gold medal. 

Recap: this man had 17 chances at glory in his career and claimed it 14 goddamn times. Legend. #RIP https://t.co/YwU4HTQ5vJ",1553823755612426242,Super70sSports,2259809232,128723718
"Not before, not since, has an NBA game been so controlled by a single defender's skill and will. Kids, you hadda see Bill Russell for the full 48.",1553823643943112704,Art_Thiel,229187988,128723718
"RIP to the legendary @RealBillRussell 

”Great isn’t defined by what you do. Great is defined by who you are” https://t.co/7uIxDCRufR",1553817125927747590,nateburleson,23678636,128723718
"NEW from @RyanDivish: Julio Rodriguez was hit in the right hand by a 97-mph fastball, but X-rays came back negative, Jerry Dipoto told MLB Network radio. https://t.co/toCxrJDOoa",1553783068925763585,SeaTimesSports,22992724,128723718
"The Mariners traded their top two prospects for the best available arm out there in Luis Castillo.
Make no mistake, this was a go-for-it move.
“We’ve got a chance to do something really big here this year.""
https://t.co/MOj6kmaeA2",1553237746864386049,CoreyBrockMLB,27242126,128723718
Trade grades: Mariners land trade deadline's top available pitcher in deal for Luis Castillo https://t.co/9LiF1O12Pj,1553237436993400832,Buster_ESPN,88763317,128723718
"“We see Luis Castillo as an impact, top-of-the-rotation starter who’s currently on top of his game,” Mariners GM Jerry Dipoto said.

Updated story from @RyanDivish  https://t.co/BlTHxjD2sI",1553236974252822529,SeaTimesSports,22992724,128723718
"Who knows what else they’ll do, but I’m just so happy the Mariners are doing a try. One try achieved. 🥇 Go #Mariners.",1553232591549071360,MarinerMagic,87625905,128723718
@Mariners Can’t believe people bitching. We got a legit ace . Ray proved he’s not and isn’t vaccinated so might not be available vs Toronto . This was a much needed move.,1553217583616143360,HuskiesFan19,163923801,128723718
Cal Raleigh saying “DONT SHAKE” is the energy I am here for https://t.co/yY8YT9Tir8,1553203595083821059,LookoutLanding,21941423,128723718
This is depressing,1553193914328162304,zachleft,299878247,128723718
Everything is popped up,1553191371942465536,ICC_99,1135752597686460416,128723718
"""As a Christian theologian and pastor myself, I’ve been deeply disturbed by the growth of the Christian nationalist movement.""
https://t.co/wdgSJQWfNe",1553191145425043456,thenation,1947301,128723718
"Judy imaging Soto batting after @JRODshow44 . Think he might see some different pitches from Verlander?
#SOTOMOJO",1553183817841537024,Thegroz,26784377,128723718
"@jeffsmariners @Mariners Of course, it's me Jeff. I'm a Believer.  So, I'm hoping that they caught the cancer early, and you get healthy my friend. Lewis has already proven he can hit at this level. The Mariners need offense.",1552486360627367942,JackMcD59518672,1229128001289248768,128723718
Swelmet celebrations are back babyyyy https://t.co/uoKZo0ChDZ,1552415856964956160,LookoutLanding,21941423,128723718
