full_text,tweet_id,screen_name,Tweet_user_ID,original_user_ID
Got him https://t.co/D5G6LJMuuI,1554224445480439808,kbarlowkstp,17502416,40344371
Smells like a Gen X @StarTribune headline writer… https://t.co/MMUyIvm0lU,1553748405385584641,cegertKSTP,24244581,40344371
"@TwinsAlmanac ""You never mess with a streak."" - Crash Davis",1553508752380370951,ChrisLongKSTP,21704625,40344371
@BillSexson Sonic says hi Comet. https://t.co/UHkoloZXIY,1553138402891075588,BluesnBaseball,425491640,40344371
@tlschwerz Anyway we can fire the Pohlads?,1552420966462095360,ChrisOl78661035,1173358613013966853,40344371
"Day 4 down in #waseca and the 1st sale of the day was a #2ndAmendment hat.. 
#tour2022 
https://t.co/ZN7uhkeMKa https://t.co/y78ULMyP7U",1548354601820205058,pimpinwear,3145428551,40344371
"We are officially open and the 1st sale of the show..  

#tour2022 

https://t.co/ZN7uhkwo8K https://t.co/79SRkj9GFV",1547343248502439936,pimpinwear,3145428551,40344371
@VladsWildchild @pimpinwear Stop it.,1545489623857733633,DJohnson_97,346332755,40344371
"Foley Field ( @BaseballUGA ) is now available in the vault under bluengold034 - enjoy! #PS5Share, #MLBTheShow22 https://t.co/JhmhYTYRk2",1543651084190863360,MLB_Creations,1528062283397701634,40344371
Whoa … what?  @DeRushaJ today was your last day on TV?  Wow.  Have you announced your future plans?,1540111015878316032,cegertKSTP,24244581,40344371
@cegertKSTP heard you talking about the Freeport water tower this morning. A few hours later on my drive up to Grand Forks to see my daughters! https://t.co/qdZi0lnq7D,1539735073989222406,cnbhollenbeck,2577351871,40344371
@f1rstwrestling @mallofamerica I hope @FiteTV can stream this,1539007752672104450,KalebCenite,3377313669,40344371
"@nacholeber @twincities_live Welcome, Ben!!! 📺🎉",1538979753373335552,thauserkstp,40024222,40344371
"Day 1 at the new office!
In the wise words of one of my favorite producers, “don’t suck”
@twincities_live https://t.co/W3D7FFVh38",1538971153523433480,nacholeber,713010134,40344371
@jevingoblue @cegertKSTP @kbarlowkstp @JYuhasKSTP Take Care of you .. hope all goes well..,1536672742497460225,MNewquistKSTP,239526338,40344371
"@jzulgad Great weekend. Hotel setup was A+, go-karts yesterday were a blast, and 4-0 helps too. This group of kids only plays select games together. Great to see them go 7-0 since April against many teams that play weekly together. High level 11 U ball with defensive wizardry is the best.",1536129350051024900,DWolfsonKSTP,24400732,40344371
"@BillSexson We plan to carry what we can of Minnesota Live once the Special Report is over, Bill.",1534511289598459906,cegertKSTP,24244581,40344371
"Good morning! Hope your Wednesday is off to a good start! If you can, join me for EYEWITNESS NEWS on 45 on @kstc45 this morning from 7-9 AM. Make it a great day. ☺️ https://t.co/v1fhJyPoYn",1534499206152564736,MattBelangerTV,3073171950,40344371
