full_text,tweet_id,screen_name,Tweet_user_ID,original_user_ID
@Feinsand @JeffPassan @Ken_Rosenthal @Joelsherman1 @jonmorosi @JonHeyman @ByRobertMurray @jaysonst @BNightengale @ctrent @JackCurryYES @CraigMish Thanks it was  a wild day …,1554611555127402496,mommafeyer,816264804,65830296
Quite a deadline day. Props to @JeffPassan @Ken_Rosenthal @Joelsherman1 @jonmorosi @JonHeyman @ByRobertMurray @jaysonst @BNightengale @ctrent @JackCurryYES @CraigMish and the countless others who make Baseball Twitter so much fun. Thanks for following along!,1554604515705462784,Feinsand,40709264,65830296
@chadj19 @WiscoGrant That guy is a turd 💩 😭,1554595219206701057,tfromfranklin,1357780375091761153,65830296
Trading Tristan Peters for Trevor Rosenthal (hasn’t pitched since 2020) who we could have signed less than 2 weeks ago is something I can’t wrap my head around.,1554591387005353989,BrewPack8,2927287674,65830296
Brewers are an unserious organization,1554587003471233027,WiscoGrant,2282257957,65830296
In fun good news I am going to my first Timber Rattlers game on August 11th… so excited!!!,1554581744443072513,BrewPack8,2927287674,65830296
Lmaooooooooooo! WOW🙃 https://t.co/NhvvtqOYJa,1554562810557915136,amar3455,428491395,65830296
Life has a weird way of working out exactly how it should. 🤙🏼,1554533606479069184,KurtBenkert,338786376,65830296
@Showtyme_33 Frameable Tweet right there,1554530981893345282,AaronNagler,16953393,65830296
@AaronNagler The G will always be with me 🧀,1554530819833724932,Showtyme_33,412032884,65830296
If he does I’m pulling up receipts on of every who doubted him lol https://t.co/6dBEQIVrgG,1554525265006665728,KingDay__,860411964,65830296
Amon-Ra St Brown  kinda broke out last year.  I think he goes off this year. https://t.co/ruYr3Wbov3,1554523849173004288,WillBlackmon,867786930007625729,65830296
Players of the day today: Jordan Love &amp; De’Vondre Campbell.,1554519752382504961,AndyHermanNFL,23009627,65830296
"#Packers Rashan Gary continues to put pressures on the quarterback. 

I really think there’s a legitimate chance Gary could win the defensive player of the year. That’s how highly I feel about him going into year four.",1554517216107839494,KyleMalzhan,2285997073,65830296
I still remember when they thought I was average,1554514123483860994,Bostick11,103619317,65830296
So those Padres are having a decent 24 hours.,1554512120238292998,DanKasper,61022809,65830296
Statement from Stephen Ross. https://t.co/Ori647H0oF,1554505955618029569,MiamiDolphins,19853312,65830296
I am really blessed and fortunate to play the game as long as I did. The Brewers were the biggest part of that for me. I’m grateful for the fans and everyone who supported me along the way. I can’t wait to see everyone on Saturday!  https://t.co/6x4pDHOQaF,1554502092894703616,JLucroy20,588609936,65830296
It’s rare you get one of the frontline starters on a bike these days. @Showtyme_33 arrives on one for every practice. He absolutely carries the G. https://t.co/UhTBrDyquM,1554490240089341953,AaronNagler,16953393,65830296
New Day. New Opportunity! Another Day To Get Better!,1554480711201357824,Bostick11,103619317,65830296
"Prepare to have your minds blown #Brewers fans when the Crew acquire Soto and Ohtani today. 

#ThisIsMyCrew #NotReally #YouNeverKnow",1554468220811239430,DanKasper,61022809,65830296
"Thank god Mark A doesn't own the Bucks, Giannis would have been traded three years ago",1554463294970273794,WinksThinks,266887404,65830296
"Day 71 of 75 hard today! About to be back better than ever and leave that past Aaron Andrews behind forever, which I’ve already done. Can’t wait to get some #Packers stuff going once again for anyone that wants more content still. #GoMe #GoPackGo",1554435206760759296,LombardiLounge,1455130577657634816,65830296
Wake up babe the Milwaukee Brewers are getting Josh Bell or Joey Gallo today.,1554427009358495745,BrewersRaptor,1129121939027570689,65830296
"Joey Gallo

Rafael Devers or Josh Bell

1 SP would be cool but not a need",1554316323769012224,BrewPack8,2927287674,65830296
I love you Baltimore. And to Houston- I’m beyond excited to be an Astro! https://t.co/hgFXp4vdOk,1554305953616592900,TreyMancini,454872803,65830296
"Well, she surprised us when she wasn't a boy like we thought, but 🎶isn't she lovely? Isn't she wonderful?🎶
We love our little bundle of joy!! 🥰😁😊💚 https://t.co/ZbfDS08qR4",1554288102889357314,That_WI_Girl,1541703013643026432,65830296
"A dad reached out to me saying his 10 year old son was a huge fan and his birthday was coming up.

Had to send him a care package https://t.co/O4Md1Pch7p",1554277557914189825,tomgrossicomedy,1485828464,65830296
@barstoolsports Ummm hey actual moron. What’s the car on footprint of all those flights where she loaned out her jet? 😂🤡,1554272618957643777,kddogg32,69671944,65830296
"Imagine if Corey Ray lived up to expectations, he’d be a nice player out in centerfield right now",1554265815448526849,BrewPack8,2927287674,65830296
This guy stole SIXTY bags in HALF a minor league season with a 1000 OPS LMAOOOOO https://t.co/LSbWmtQUI6,1554262356632522754,YelichWasRobbed,1222054861145104384,65830296
you in a 2 man league? https://t.co/tA4aMtFG3G,1554257147390791680,PapaMeagzz,3318096444,65830296
