full_text,tweet_id,screen_name,Tweet_user_ID,original_user_ID
Terrible news for him and the @Broncos https://t.co/PD5XNBja2D,1554590165275918339,markschlereth,41651800,728707326
"The Philadelphia Phillies are finalizing a deal to acquire right-hander Noah Syndergaard from the Los Angeles Angels, sources tell ESPN.",1554585868861685760,JeffPassan,33857883,728707326
"With Patrick out for the season, 2022 will end with Denver having had its top four receivers on the field at the same time for only two of a possible 50 games since the start of 2020.",1554572392059457536,NickKosmider,21833263,728707326
"Tests revealed that Broncos’ WR Tim Patrick suffered a torn ACL, as @mikeklis reported.",1554572030938324994,AdamSchefter,51263592,728707326
Source: MRI confirmed Broncos standout WR Tim Patrick suffered season-ending ACL injury Tuesday. #9sports,1554571146485530632,mikeklis,43408626,728707326
"Whatever happens, keep smiling and lose yourself in Love https://t.co/Zc58mdXXPz",1554565768808828928,DocBearOMD,148002023,728707326
Woof. Cc @NickKendellMHH @JoRo_NFL https://t.co/wWfvLhow1u,1554558824039600128,Eric18utah,2214838580,728707326
"No. Vic has been around the game 40+ years.

Maybe it means Evero inherited a talented roster and is also good at his job... https://t.co/JXNxyY1sAh",1554552126981824520,AllbrightNFL,183636302,728707326
"Brutal day at #Broncos practice: Both standout WR Tim Patrick and RB Damarea Crockett went down with apparent knee injuries and both are having MRIs. There is a fear, sources say, that both are significant.",1554546182428323841,RapSheet,16403943,728707326
@NickKendellMHH Love pictures damn it’s beautiful there,1554539576437383168,pdwe00,1543393312471654401,728707326
Just watched the latest @BFB_Pod with @ScoutKennedy and @NickKendellMHH talking abt @Kj_hamler 's PC at TC and thinking abt his #MyWhy video from earlier had me in tears. I had a very similar experience when my Granny died and still feel guilty in some strange way. #KJmyWR1🧡💙,1554532431591612417,KathiDB4Life,1175467265388634114,728707326
"It is promising that the rookie is showing flashes, but this offense is nothing without Tim Patrick @NickKendellMHH @CarlDumlerMHH @SandersonMHH https://t.co/AvytxTgqzw",1554523704863891457,dkrom59,238031267,728707326
Prayers bro @Tpstreets https://t.co/XKxMz6rWoT,1554521097478889472,iammsuzy,2584242516,728707326
"Reports out of Denver right now are that WR Tim Patrick made a brilliant catch, went down and grabbed his leg. The cart came out for him. Patrick has had early chemistry with Russell Wilson and is a great NFL story. Hoping for the best",1554518039114170370,JamesPalmerTV,325044863,728707326
@NickKendellMHH 😁😁😁,1554517668509601792,DocBearOMD,148002023,728707326
Above the clouds in the North Cascades https://t.co/49Tm2zlCls,1554509792051228673,ElliotHawkey,1427409963551387650,728707326
"KJ Hamler greets the crowd. Shows them some love - they reciprocate. 

Warm and fuzzies already.",1554496302880210945,BriBri0322,800730842729299968,728707326
"As part of an investigation into the integrity of the game policy, the Dolphins have forfeited their 2023 first and 2024 third round pick and owner Stephen Ross has been suspended through October 17, 2022.",1554495095243771904,FieldYates,58919137,728707326
"The San Diego Padres are finalizing a deal to acquire superstar outfielder Juan Soto from Washington, sources tell ESPN. 

One of the biggest deals in baseball history goes down, and it sends the 23-year-old to SD, where he will team with Fernando Tatis Jr. and Manny Machado.",1554494250280263682,JeffPassan,33857883,728707326
"Now that’s more like it, Seattle! https://t.co/V4GxYI6BOd",1554492615432626176,KSeattleWeather,34379755,728707326
"@enablex3 @malo_j @FalIcemann @BournePoly11 a scientific theory is different than a colloquial theory. scientific theories are tantamount to fact, they have to be rigorously substantiated. you’re a very very stupid person",1554488539966062594,sixpackem,1093326638492856320,728707326
@NickKendellMHH https://t.co/GgBP1XvvrM,1554484571416121344,BriBri0322,800730842729299968,728707326
@NickKendellMHH I'm convinced you don't actually live on Earth. Magical.,1554483757805056000,BriBri0322,800730842729299968,728707326
@NickKendellMHH https://t.co/4hTMoXz1NK,1554483714574393346,neumdawg,724770559146385408,728707326
"Praying for health/ strength for all our @HawkeyeFootball as they start camp!! Praying for our Coaches  as they continue to pour into them. Praying that staff managers,  trainers and all those who come in contact with them have the same goal of maximizing the weeks! Go Hawks!!!!",1554482132843642882,higginized,474666174,728707326
"“We're delighted to welcome Seven-Time Formula One World Champion Sir @LewisHamilton to our ownership group. He is a champion competitor who knows what it takes to lead a winning team.”

Statement from Rob Walton on behalf of the Walton-Penner Family Ownership Group: https://t.co/kl2z04lKyk",1554468730058539008,Broncos,18734310,728707326
