full_text,tweet_id,screen_name,Tweet_user_ID,original_user_ID
Malachi Johnson @2024mali from Rockford Guilford high school @GVikeAthletics had a great performance in the @HoopMountainMW   showcase. The kid was showing off his  ball handling and passing and shooting ability @_gpaschaumburg @MHS_Boys_ @scottybscout @FABsportss https://t.co/xJEZH5TCiY,1554227605271896065,LamontJ65854043,1247368881922084865,2378052061
"Here’s my highlights from The Final Chapter NY2LA live session! Thanks to ⁦@_gpaschaumburg⁩ and ⁦@coach_duane_wil⁩ for an amazing aau season! 
⁦@DePaulPrepMBB⁩ ⁦@coachSPham⁩ ⁦@ny2lasports⁩ ⁦@chilandprephoop⁩ ⁦⁦@ILHoopProspects⁩ ⁦ https://t.co/O8pCNKItPg",1554174314706092033,MauricezT50,1317476819608666117,2378052061
My time is coming trusting the process 🤞🏾 https://t.co/2eS9LcVZ0p,1553930117965045760,EverhartMarcus,1309636534950416384,2378052061
https://t.co/F5xzBQT8Po thank you @HoopMountainMW and @MHS_Boys_ for the highlight video from their camp.,1553908008966623239,2024mali,1185761138211995648,2378052061
"@bigshotprospect @tdc200 @ILHoopProspects @Sports4Illinois @FABsportss @PrepHoops 6’5
190 pounds 
3.4 GPA 
Marcuseverhart2024@gmail.com https://t.co/txfNd0bxVQ",1553508419725938688,EverhartMarcus,1309636534950416384,2378052061
"Gooood Ryan‼️ crafty, shifty, deceptive an elite shooter who can score in a variety of ways. 🫱🏻‍🫲🏾 https://t.co/30R1EllYtY",1553124445853782017,coach_duane_wil,861702788782460928,2378052061
Here are my highlights from my last 2 games of @ny2lasports tournament in Milwaukee last weekend! 30 point game vs Kyle Guy Elite.  @_gpaschaumburg @coach_duane_wil @ILHoopProspects @game7_ebt @MHS_Boys_ @Sports4Illinois @Fremdhoops https://t.co/GwkQCn3ot5,1553088711201546240,4Ryansam,1319758521798447110,2378052061
@_gpaschaumburg @J03Y_H06 https://t.co/3Y3xB9awGU,1552535043725205504,coach_duane_wil,861702788782460928,2378052061
Check out my highlights below! https://t.co/Cbe2Yg9kP0,1552403176783052801,CamdenCerese,1283493577163767809,2378052061
"I will be attending the HBCU showcase in august, I would like to thank @HYPELADYHOOPERS for this invite🙏🏽. https://t.co/OR7hhjx3Ga",1552397551856402434,2024mali,1185761138211995648,2378052061
"Reflecting at the end of this AAU season for our youngest Son. If we had to describe him with no words, it would be this clip. How many doing this in AAU games? Prides himself on 2 a game. Toughest Kid we know. Make game changing plays is all we talk about. 🫡 https://t.co/cVr6fxzDhz",1552314588942696448,hernandezdns,3241419761,2378052061
"Here are my 2022 Summer AAU Highlights

Big Thank You to @_gpaschaumburg 
and Special Thank You to @coach_duane_wil for coaching and developing me these last 3+ years https://t.co/YI3dQwmOkt",1552307223971364864,crmosele,1117550291958861829,2378052061
"Top 2 Shoe Teams IL: 
15U: Meanstreets (Nike) Mac Irvin(Nike)
16U: Meanstreets (Nike), IL Wolves (UAA) 
17U: Breakaway(UAA) Meanstreets (Nike) 

Top 3 Non-Shoe Teams IL: 
15U: Chi Hoops, My Journey, Greater Purpose
16U: Fund. U, Full Package, Flight Ath, 
17U: Mid Pro, Y&amp;R, FVV",1552285453088342016,JusSayinShit1,1250909987406254086,2378052061
#NewProfilePic https://t.co/9xvLDy8IpR,1552163649929859072,EverhartMarcus,1309636534950416384,2378052061
@JusSayinShit1 @sargenttee @_gpaschaumburg 15-17u first year program every level did good 16u went 12-4 for July,1552096929936457729,EverhartMarcus,1309636534950416384,2378052061
Let’s get these kids in the map! https://t.co/poVjEv4jaj,1552091150802108418,JusSayinShit1,1250909987406254086,2378052061
Congratulations to The Final Chapter @ny2labasketball 15U Division Runner-Up ⁦@_gpaschaumburg⁩ https://t.co/rht9Henbns,1551918618908266497,ny2lasports,44831814,2378052061
"Malachi Johnson  Rockford Guilford high school @GVikeAthletics  class of 2024.
@_gpaschaumburg 16U https://t.co/uffWopwsfV",1551741542037061633,LamontJ65854043,1247368881922084865,2378052061
