full_text,tweet_id,screen_name,Tweet_user_ID,original_user_ID
Getting dumped in while Jim Jones scream “BALLING” is actually insane. https://t.co/WM9XznFYgu,1554552419870052352,theinfamousyr,221608520,2400594601
thirsting in a chick DMs then talking shit to her on the TL gotta be a mental illness,1554527151507984385,doitgrip,1492005154958168069,2400594601
ppl keep saying “if you think chrisean + blueface is bad you should see me and my man fight” YALL NEED PSYCHIATRIC CARE IMMEDIATELY THAT IS NOT LOVE IT IS NOT CUTE,1554473611188133891,annmariesbitch,1063119817257967616,2400594601
@futiveslol My dumb ass was thinking “damn she must be moving fast asl” https://t.co/5aVn8GBMia,1554421795578576896,SenpaiThanatos,1387465973909893129,2400594601
Your daughter is 4 still using a pacifier and her mother is a hoe you got more important shit to worry about then me get tf out my mentions before I call CPS on yo ass. https://t.co/50vHMncUkH,1554334772650037248,_PhallonX0X0,1498495077584289797,2400594601
People on tiktok (and on here tbh) do not question user223579 on their expertise (if any) on certain topics and continually fall victim to confirmation bias. All I ask for is for science literacy to be taught nationwide bc it’s concerning how fast and easy misinformation spreads.,1554331643749728258,estherolu,749457901777874944,2400594601
From my honey 🥰 https://t.co/ulary3Jcov,1554223010156085251,MilkMuva,231159193,2400594601
"6th graders playing basketball nowadays...
https://t.co/qLFDl7jXT8",1554145386536869890,Redapples2021,35456948,2400594601
I’m anti mixing my friends. I don’t even mix by partner and my friends. Everyone remains separate because I like peace.,1554120328867184642,ZorayaBlack_,893223523845632003,2400594601
She always gon be a passenger princess cuz I ain’t risking my life 😅,1553916155718410240,datboyreese_,965797391260626948,2400594601
i’m not crying.. YOU ARE. 🥹 https://t.co/6Glp2M7sfF,1553579989135634432,keywilliamss,378407099,2400594601
I could do this all day. https://t.co/EBcVMydcFw,1553463210476462080,jeromewenthome,1169311492673613824,2400594601
https://t.co/2Hm4kWtumz,1553463101177167874,galactamelanin,1428795108007292934,2400594601
“Payday” (2021) https://t.co/66SbOocrXX,1553395851795615745,petersmiless,1434548123288936448,2400594601
Straight men acting gayer than gay men cause how’d you see someone eating corn dog and the first thing that comes to your mind is dick? https://t.co/1oI6OgdodZ,1553388787824205825,JeanGreyfire,889207087657570304,2400594601
