full_text,tweet_id,screen_name,Tweet_user_ID,original_user_ID
The #Padres https://t.co/6c4x81wxHQ,1554570285998915587,CaseyStern,266948869,21985122
This was so fun! https://t.co/XrKWQK8MAW,1554565734243610624,PaulVirzi,98998398,21985122
"@JasonLawhead Juan Soto's, the best Dominican Sushi restaurant this side of the Rockies",1554559219122126848,BarclayLosse8,1518648491471294464,21985122
"@JasonLawhead absolutely, and it makes them contenders - but i'm still skeptical that they will make anything of it.",1554529355019309064,homebrew_kev,785148147530141696,21985122
"@JasonLawhead David Freeze, NLCS MVP… and World Series MVP… I remember",1554523519253262342,BarclayLosse8,1518648491471294464,21985122
@JasonLawhead I was thinking a wild card MVP hahahaha but yeah,1554523156496334850,BarclayLosse8,1518648491471294464,21985122
"@JasonLawhead Soto AND Bell!  Still gotta get by LA….Meanwhile, the Guards doing nothing but scrapping….",1554522056120754178,Bearcatsdad,2306873825,21985122
@JasonLawhead Hosmer stays and will be the MVP in a playoff series this season,1554521581216342016,BarclayLosse8,1518648491471294464,21985122
"1968 Oakland A’s

Reggie Jackson https://t.co/pnLSPXG5hx",1554520586054840320,OleTimeHardball,1115787284505169920,21985122
"Scene in hallway at Petco Park @Padres Joe Musgrove &amp; AJ Preller talking about the deal, MacKenzie Gore walks up. Hugs all around, Preller walks Gore out then tells me “that’s hardest part of the job, especially w Gore. I love that guy.” @nbcsandiego #Soto @itsFatherJoe44",1554510144276271104,TODDSTRAINNBCSD,331956221,21985122
Eric Hosmer like: https://t.co/6XaUheIM4k,1554502274013077504,nut_history,1021070377357795328,21985122
"The @Padres landing Soto AND Bell, is total insanity! No SD fan would have ever believed it. 

This ownership group led by @PedroPadre77 no longer plays the small market no money card. 

Now, will they finally compete with @Dodgers",1554496788987383808,ScottKaplan,26744624,21985122
LFGSD!!!! https://t.co/zbNp2Ms6t5,1554495847508783107,KaplanandCrew,31185580,21985122
"Was he pompous? Yes. Did he piss people off? Yes. Was he awesome? Hell, yes. https://t.co/KrqNlt5yXi",1554478247483678722,Super70sSports,2259809232,21985122
