full_text,tweet_id,screen_name,Tweet_user_ID,original_user_ID
"My brother is a USMC Veteran so I fully embrace the need to ensure Veterans have life long high quality healthcare guaranteed.

I'll simply add that it shouldn't require military service to ensure healthcare as a human right—it should simply require being a human.
#PACTAct #M4A",1554602331932614657,QasimRashid,85583894,1292250371323097088
https://t.co/orEAzc3Llk,1554601632490434560,SLCSocialist,25472163,1292250371323097088
Tonight’s #Dodgers lineup at Giants: https://t.co/oS6Q33F8hY,1554601284312870913,Dodgers,23043294,1292250371323097088
💥 greedy Puta! https://t.co/9dXiCbmyNr,1554591658112479232,r8dr4lfe75,954005058793832448,1292250371323097088
@BravoKiloActual @PplsCityCouncil https://t.co/Gq8aeuLNfW,1554585522994962432,theleftyleague,18279169,1292250371323097088
Fascists eat shit https://t.co/xXj9NNHDuf https://t.co/8ow8NeN29f,1554585283085053952,PplsCityCouncil,1253939558514692098,1292250371323097088
Support the farmers. Don’t let the corporate oligarchy get their greedy hands on this industry. https://t.co/UAy0Rn0OwN,1554585071184515073,ritafields_,1121252603319291904,1292250371323097088
@BravoKiloActual how much do they pay you to sanitize LAPD’s boots with your tongue? Or do you do it for free?,1554585065073414145,PplsCityCouncil,1253939558514692098,1292250371323097088
"If you’re in California let’s show them our support. Temperatures will be in the 100’s, we can help with water, food. https://t.co/lBQBzfYWXX",1554584611690147840,r8dr4lfe75,954005058793832448,1292250371323097088
@PageSix She's 23...after five years of dating https://t.co/N4OH4CaV8U,1554579380210466818,Gritty20202,1213960012755656704,1292250371323097088
@OmarVibe 🤔😂🤣 https://t.co/ZEZtD79MAe,1554575663989854208,maria_my4angels,868886210,1292250371323097088
Thanks to the @Dodgers for making my kids feel at home https://t.co/6MTLZC90qb,1554575585858437121,shakira,44409004,1292250371323097088
Translation: Nury has never been around people living on the street. https://t.co/P3YkjNZ1T6,1554572281145597952,FilmThePoliceLA,16858860,1292250371323097088
