full_text,tweet_id,screen_name,Tweet_user_ID,original_user_ID
@KG_Chief @Browns The Chiefs proved it when they released Kareem Hunt. And guess who signed him. 😂,1554569447930843136,mloe68,85397805,1103747253049614336
Nancy Pelosi Assures China Taiwan Visit Part Of Bachelorette Party She Didn’t Plan https://t.co/Bgwit073LT https://t.co/zBzF91IVe5,1554546346077868032,TheOnion,14075928,1103747253049614336
"Brutal day at #Broncos practice: Both standout WR Tim Patrick and RB Damarea Crockett went down with apparent knee injuries and both are having MRIs. There is a fear, sources say, that both are significant.",1554546182428323841,RapSheet,16403943,1103747253049614336
@KG_Chief Not that strikezone.,1554281335396892672,Royals_Jun,1305705504866402305,1103747253049614336
"“Normally I wear protection, but then I thought, ‘When am I gonna make it back to Haiti?’”

👉 https://t.co/2MP13xmYZQ https://t.co/RR143klr5Q",1554279933941366787,Super70sSports,2259809232,1103747253049614336
@KG_Chief Any NFL player should be able to make that throw I mean any college player could make it,1553876859431026688,jad643,1035255931511230464,1103747253049614336
"@KG_Chief I agree with you. Heck, I didn't even let my butt cheeks hang out when I was young and firm! 🤣 
In my younger day, modesty was considered a virtue. I still believe it's a virtue, but I'm old &amp; old fashioned. 😉",1553876758172147712,cjkc_life09,634812948,1103747253049614336
"@KG_Chief Like imagine this as Chiefs practice. 1) Patrick would never. 2) His linemen would be in there before he could, even though he would never. 3) Andy would not put Patrick in a situation where this might happen.",1553591112547328001,nic_why,327613303,1103747253049614336
"@KG_Chief Also he barely touches him? Like I get you’re the QB and the coach will probably have words with him, but it’s a run play and it ends with a two-hand touch shove.",1553590142744440832,nic_why,327613303,1103747253049614336
"@KG_Chief That is the wall of my parent‘s 1970s raised ranch next to the built ins, and fireplace…. Prove me wrong!  👍",1553515803315773440,TonyBajorek1,703237777891180544,1103747253049614336
https://t.co/mgVBhBQ5L3 https://t.co/m9m2pZcR0x,1553473526778191872,creed_humphrey,2329448354,1103747253049614336
@KG_Chief @mloe68 https://t.co/DNeS7Ssl2p,1553106716694298628,ChiefsfanCHI,972215838408413184,1103747253049614336
"@tolson00 @samanthamarika1 I'll never understand how people think that vaccinated people getting sick a year after they were vaccinated, after the virus they were vaccinated for mutated significantly is somehow proof they didn't work. Especially when data from across the world showed it was very effective.",1552678107336904710,ITSNOTM0I,1411377292694151171,1103747253049614336
"@Sweatyyfn @KG_Chief @extrastatmuse @statmuse Ah yeah, Allen, Williams, Ekeler and Hunter Henry (in Herbert's 1st season) apparently are terrible",1552449225958506496,denniss_9,226306385,1103747253049614336
@Sweatyyfn @KG_Chief @extrastatmuse @statmuse If u also gave him Mahomes he’d have three,1552443226757681153,bmenezes,17242446,1103747253049614336
"@TOshow24 @PFF Not one GM in this league would take Joe Burrow over Mahomes. Enjoy Joe, good player, possibly will be a great one, but Bengals fans have become insufferable",1552333522920214529,NaithanJones,234857514,1103747253049614336
@TOshow24 @PFF Have you watched him play at all? Extending plays for positive outcomes is pretty much what this guy became famous for,1552327767702007808,NaithanJones,234857514,1103747253049614336
@KG_Chief Except the Tom Brady reverse curse will somehow have him play every game,1552108910521229312,Jtfawver,355213790,1103747253049614336
"Titans legend Julio Jones signs one-year deal with Buccaneers, per @AdamSchefter. https://t.co/sMq43yqpQP",1552030113503404032,Stadium,1465241041,1103747253049614336
@KG_Chief @statmuse It’s about time Herbert makes his way into the playoffs. Cannot be wasting his talent for the regular season only.,1552030026052272134,extrastatmuse,1549468057831198720,1103747253049614336
"I tried to usher a cicada  back out of the house last night. 
It went to war w me.
At first my arms flailed. Then I settled and w one kick, knocked it out of the air.

Stunned, I showed it out. 
I assume today he’s telling all his friends not to mess w this Bruce Lee Motherf*cker https://t.co/YxgFSLOQF2",1552012633997320192,thekevinryder,19519704,1103747253049614336
